0.000000 5.000000 8.000000 1.000000 
0.010000 5.526510 13.053522 1.517496 
0.020000 6.511928 18.756368 2.417649 
0.030000 7.994165 25.515894 3.931408 
0.040000 10.045730 33.725306 6.454292 
0.050000 12.767532 43.721802 10.629510 
0.060000 16.275706 55.661908 17.455751 
0.070000 20.671218 69.247480 28.376495 
0.080000 25.975896 83.228870 45.212505 
0.090000 32.016780 94.721755 69.626891 
0.100000 38.263167 98.798711 101.699960 
0.110000 43.700744 89.577850 137.715301 
0.120000 46.949567 63.984316 169.104954 
0.130000 46.799762 26.232574 185.899436 
0.140000 42.915452 -12.841277 183.897047 
0.150000 36.054506 -43.075889 167.868422 
0.160000 27.564651 -61.017362 146.886868 
0.170000 18.683418 -69.089500 128.101428 
0.180000 10.184544 -71.493198 114.738490 
0.190000 2.401694 -71.485971 107.331005 
0.200000 -4.595764 -70.718040 105.328720 
0.210000 -10.834516 -69.511534 107.945092 
0.220000 -16.323369 -67.310101 114.328594 
0.230000 -20.992261 -63.111400 123.401638 
0.240000 -24.679559 -55.937247 133.662915 
0.250000 -27.168359 -45.355707 143.202166 
0.260000 -28.265426 -31.886459 150.075651 
0.270000 -27.893735 -17.005269 152.934590 
0.280000 -26.151246 -2.637585 151.518395 
0.290000 -23.301270 9.578631 146.647970 
0.300000 -19.701918 18.793747 139.740747 
0.310000 -15.716885 24.982507 132.212939 
0.320000 -11.649049 28.653373 125.102752 
0.330000 -7.712659 30.501312 118.986723 
0.340000 -4.036573 31.170665 114.075832 
0.350000 -0.683082 31.152672 110.358313 
0.360000 2.330081 30.772940 107.715851 
0.370000 5.010914 30.219433 105.994961 
0.380000 7.379412 29.580172 105.041608 
0.390000 9.458614 28.877232 104.712927 
0.400000 11.269392 28.093640 104.877393 
0.410000 12.827973 27.193840 105.410806 
0.420000 14.145408 26.139319 106.192333 
0.430000 15.228382 24.900518 107.102827 
0.440000 16.080924 23.465406 108.026232 
0.450000 16.706603 21.844505 108.853918 
0.460000 17.110800 20.071973 109.490892 
0.470000 17.302672 18.202689 109.862329 
0.480000 17.296487 16.305898 109.918676 
0.490000 17.112098 14.456731 109.637938 
0.500000 16.774540 12.727337 109.024560 
0.510000 16.312876 11.179337 108.105199 
